Date	Time	Severity	PID	TID	Function	Message
25-03-2025	10:01:57.537	 INFO	 12648	 16944	DllMain	"DLL_PROCESS_ATTACH Wed Oct 30 00:28:57 2024 11.3.2440.1"
25-03-2025	10:01:57.570	 INFO	 12648	 16944	DllMain	"PROCESS ATTACHED"
25-03-2025	10:01:57.584	 INFO	 12648	  1792	LateInitialization	"Intialization..."
25-03-2025	10:01:57.589	 INFO	 12648	  1792	LoadDisplayDevicesName	"DisplayDevices : "
25-03-2025	10:01:57.594	 INFO	 12648	  1792	LoadDisplayDevicesName	"\\.\DISPLAY1"
25-03-2025	10:01:57.597	 INFO	 12648	  1792	LoadDisplayDevicesName	"\\.\DISPLAY2"
25-03-2025	10:01:57.605	 INFO	 12648	  1792	LoadDisplayDevicesName	"\\.\DISPLAY3"
25-03-2025	10:01:57.619	ERROR	 12648	  1792	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
25-03-2025	10:01:57.621	 INFO	 12648	  1792	LateInitialization	"Exe = C:\Users\aabdelaty\AppData\Local\Programs\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 1242453
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
25-03-2025	10:01:57.623	 INFO	 12648	  1792	LateInitialization	"Intialization finished"
25-03-2025	10:02:44.845	 INFO	 21012	  2792	DllMain	"DLL_PROCESS_ATTACH Wed Oct 30 00:28:57 2024 11.3.2440.1"
25-03-2025	10:02:44.850	 INFO	 21012	  2792	DllMain	"PROCESS ATTACHED"
25-03-2025	10:02:44.853	 INFO	 21012	  6796	LateInitialization	"Intialization..."
25-03-2025	10:02:44.857	 INFO	 21012	  6796	LoadDisplayDevicesName	"DisplayDevices : "
25-03-2025	10:02:44.859	 INFO	 21012	  6796	LoadDisplayDevicesName	"\\.\DISPLAY1"
25-03-2025	10:02:44.861	 INFO	 21012	  6796	LoadDisplayDevicesName	"\\.\DISPLAY2"
25-03-2025	10:02:44.862	 INFO	 21012	  6796	LoadDisplayDevicesName	"\\.\DISPLAY3"
25-03-2025	10:02:44.872	ERROR	 21012	  6796	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
25-03-2025	10:02:44.874	 INFO	 21012	  6796	LateInitialization	"Exe = C:\Users\aabdelaty\AppData\Local\Programs\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 1289703
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
25-03-2025	10:02:44.875	 INFO	 21012	  6796	LateInitialization	"Intialization finished"
25-03-2025	10:16:37.670	 INFO	 24264	  5108	DllMain	"DLL_PROCESS_ATTACH Wed Oct 30 00:28:57 2024 11.3.2440.1"
25-03-2025	10:16:37.914	 INFO	 24264	  5108	DllMain	"PROCESS ATTACHED"
25-03-2025	10:16:38.319	 INFO	 24264	 22860	LateInitialization	"Intialization..."
25-03-2025	10:16:38.424	 INFO	 24264	 22860	LoadDisplayDevicesName	"DisplayDevices : "
25-03-2025	10:16:38.508	 INFO	 24264	 22860	LoadDisplayDevicesName	"\\.\DISPLAY1"
25-03-2025	10:16:38.571	 INFO	 24264	 22860	LoadDisplayDevicesName	"\\.\DISPLAY2"
25-03-2025	10:16:38.646	 INFO	 24264	 22860	LoadDisplayDevicesName	"\\.\DISPLAY3"
25-03-2025	10:16:38.773	 INFO	 24264	 22860	LateInitialization	"Exe = c:\Users\aabdelaty\.vscode\extensions\devsense.intelli-php-vscode-0.12.15062-win32-x64\out\server\intelliphp.ls.exe
ProductName = intelliphp.ls
FileDescription = intelliphp.ls
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 2123593
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
25-03-2025	10:16:38.799	 INFO	 24264	 22860	LateInitialization	"Intialization finished"
25-03-2025	11:53:17.702	 INFO	 26080	 29648	DllMain	"DLL_PROCESS_ATTACH Wed Oct 30 00:28:57 2024 11.3.2440.1"
25-03-2025	11:53:17.732	 INFO	 26080	 29648	DllMain	"PROCESS ATTACHED"
25-03-2025	11:53:17.760	 INFO	 26080	 14552	LateInitialization	"Intialization..."
25-03-2025	11:53:17.776	 INFO	 26080	 14552	LoadDisplayDevicesName	"DisplayDevices : "
25-03-2025	11:53:17.796	 INFO	 26080	 14552	LoadDisplayDevicesName	"\\.\DISPLAY1"
25-03-2025	11:53:17.818	 INFO	 26080	 14552	LoadDisplayDevicesName	"\\.\DISPLAY2"
25-03-2025	11:53:17.836	 INFO	 26080	 14552	LoadDisplayDevicesName	"\\.\DISPLAY3"
25-03-2025	11:53:17.907	ERROR	 26080	 14552	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
25-03-2025	11:53:17.920	 INFO	 26080	 14552	LateInitialization	"Exe = C:\Users\aabdelaty\AppData\Local\Programs\Git\usr\bin\bash.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 7922734
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
25-03-2025	11:53:17.933	 INFO	 26080	 14552	LateInitialization	"Intialization finished"
25-03-2025	11:53:33.644	 INFO	 19400	 18524	DllMain	"DLL_PROCESS_ATTACH Wed Oct 30 00:28:57 2024 11.3.2440.1"
25-03-2025	11:53:33.674	 INFO	 19400	 18524	DllMain	"PROCESS ATTACHED"
25-03-2025	11:53:33.705	 INFO	 19400	 28536	LateInitialization	"Intialization..."
25-03-2025	11:53:33.718	 INFO	 19400	 28536	LoadDisplayDevicesName	"DisplayDevices : "
25-03-2025	11:53:33.724	 INFO	 19400	 28536	LoadDisplayDevicesName	"\\.\DISPLAY1"
25-03-2025	11:53:33.738	 INFO	 19400	 28536	LoadDisplayDevicesName	"\\.\DISPLAY2"
25-03-2025	11:53:33.746	 INFO	 19400	 28536	LoadDisplayDevicesName	"\\.\DISPLAY3"
25-03-2025	11:53:33.766	ERROR	 19400	 28536	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813
"
